month,category,monthly_income,prev_month_expense,savings_rate,expense_ratio,safe_spending_limit
10,Bills,19374,2832.47,0.8538,0.1462,14693.74
6,Shopping,21992,2926.87,0.8669,0.1331,14832.52
4,Food,305573,15390.33,0.9496,0.0504,199548.64
3,Bills,54595,5156.88,0.9055,0.0945,36396.81
2,Entertainment,153871,6503.6,0.9577,0.0423,104559.36
7,Travel,58135,4666.82,0.9197,0.0803,41253.69
10,Groceries,107745,11280.19,0.8953,0.1047,77996.83
1,Rent,73938,25497.91,0.6551,0.3449,48948.94
2,Shopping,47173,4777.52,0.8987,0.1013,33746.86
6,Rent,42647,12003.88,0.7185,0.2815,28045.64
1,Entertainment,179067,5547.75,0.969,0.031,123729.91
12,Investment,106794,15414.97,0.8557,0.1443,76254.59
6,Medical,26510,2006.17,0.9243,0.0757,18894.03
10,Entertainment,147708,9284.39,0.9371,0.0629,107967.06
11,Bills,192881,20658.23,0.8929,0.1071,139446.6
7,Investment,31149,4199.72,0.8652,0.1348,20455.61
3,Investment,160747,11724.83,0.9271,0.0729,110488.69
11,Medical,31668,2188.22,0.9309,0.0691,23756.02
8,Shopping,82499,7190.9,0.9128,0.0872,57766.95
4,Investment,54660,4322.42,0.9209,0.0791,35600.23
11,Bills,197936,9792.42,0.9505,0.0495,141392.48
1,Rent,392628,115404.42,0.7061,0.2939,256810.58
12,Shopping,26408,1904.93,0.9279,0.0721,18090.51
5,Medical,70951,1448.79,0.9796,0.0204,50380.64
12,Shopping,169008,18697.43,0.8894,0.1106,118015.83
12,Rent,58058,14676.16,0.7472,0.2528,43086.92
6,Medical,331850,18339.29,0.9447,0.0553,222514.81
7,Entertainment,177656,11237.17,0.9367,0.0633,117542.19
2,Travel,19752,1094.4,0.9446,0.0554,13865.4
5,Food,404444,51230.95,0.8733,0.1267,272852.71
12,Groceries,48631,5343.59,0.8901,0.1099,34168.37
10,Groceries,80026,7832.9,0.9021,0.0979,55588.02
9,Entertainment,21461,463.49,0.9784,0.0216,15025.48
7,Travel,190794,10418.32,0.9454,0.0546,134953.58
6,Rent,91138,41188.91,0.5481,0.4519,65330.82
4,Rent,23339,9082.07,0.6109,0.3891,15810.94
7,Investment,171638,43565.82,0.7462,0.2538,113357.25
12,Investment,478559,30316.78,0.9366,0.0634,335091.44
7,Bills,20233,993.0,0.9509,0.0491,13642.39
3,Food,450736,47809.92,0.8939,0.1061,322860.35
4,Rent,497789,159505.97,0.6796,0.3204,351915.25
1,Investment,23858,4412.45,0.8151,0.1849,16495.75
7,Rent,34129,13552.64,0.6029,0.3971,24244.3
12,Rent,23077,12015.15,0.4793,0.5207,16593.31
5,Shopping,34161,1487.08,0.9565,0.0435,24154.46
10,Shopping,431207,41034.21,0.9048,0.0952,307787.55
5,Medical,99698,2594.39,0.974,0.026,65297.98
3,Investment,405838,29686.04,0.9269,0.0731,272412.37
8,Groceries,164615,20115.31,0.8778,0.1222,114926.49
3,Food,223853,30769.74,0.8625,0.1375,157119.87
2,Bills,443837,21594.32,0.9513,0.0487,314820.95
3,Bills,334895,24956.36,0.9255,0.0745,222550.88
6,Entertainment,221775,8185.7,0.9631,0.0369,144519.84
8,Rent,49378,16074.5,0.6745,0.3255,34377.98
5,Medical,336594,21800.29,0.9352,0.0648,232163.75
7,Medical,444159,41013.8,0.9077,0.0923,293390.8
11,Bills,131555,15338.95,0.8834,0.1166,95894.41
4,Groceries,20557,2456.2,0.8805,0.1195,13556.73
10,Medical,23200,1031.54,0.9555,0.0445,17578.56
2,Food,15206,3260.59,0.7856,0.2144,10080.25
4,Medical,97725,4024.81,0.9588,0.0412,68563.37
5,Entertainment,18741,755.62,0.9597,0.0403,13018.08
4,Shopping,17345,2513.0,0.8551,0.1449,11942.74
9,Bills,76504,8059.24,0.8947,0.1053,51137.77
10,Groceries,325556,41009.62,0.874,0.126,243207.93
3,Travel,17254,2769.46,0.8395,0.1605,11518.78
10,Groceries,388681,57708.88,0.8515,0.1485,283187.16
1,Shopping,91853,15002.58,0.8367,0.1633,63027.77
6,Bills,278952,16675.84,0.9402,0.0598,191080.93
9,Travel,132763,9086.03,0.9316,0.0684,90686.11
12,Rent,411102,89922.48,0.7813,0.2187,289062.44
9,Rent,254980,30966.31,0.8786,0.1214,172380.52
12,Rent,45928,13926.39,0.6968,0.3032,32531.67
8,Bills,222327,9821.15,0.9558,0.0442,158599.89
2,Investment,20620,2242.0,0.8913,0.1087,14017.16
4,Rent,26212,7602.91,0.7099,0.2901,18850.67
1,Rent,497870,117300.8,0.7644,0.2356,333665.7
5,Food,86839,14227.58,0.8362,0.1638,56556.96
3,Groceries,27629,2382.68,0.9138,0.0862,19029.53
2,Groceries,150978,15076.07,0.9001,0.0999,107793.13
8,Shopping,28080,4301.18,0.8468,0.1532,19159.43
8,Bills,55561,5109.74,0.908,0.092,38962.03
2,Shopping,92362,11823.43,0.872,0.128,62058.22
8,Groceries,86993,13458.31,0.8453,0.1547,61100.42
4,Groceries,336356,31911.13,0.9051,0.0949,232014.31
4,Food,452474,58919.67,0.8698,0.1302,311131.29
8,Medical,21909,1600.24,0.927,0.073,15671.9
6,Medical,167338,7236.77,0.9568,0.0432,110156.27
9,Rent,100242,23047.96,0.7701,0.2299,70717.82
11,Travel,22335,3633.2,0.8373,0.1627,16527.65
7,Shopping,25300,3405.48,0.8654,0.1346,16855.83
10,Bills,181240,13420.31,0.926,0.074,128912.82
7,Rent,254245,72643.49,0.7143,0.2857,173396.17
5,Rent,44341,11967.94,0.7301,0.2699,30804.13
8,Travel,32202,4937.96,0.8467,0.1533,22235.65
5,Entertainment,162575,8550.23,0.9474,0.0526,113548.42
1,Medical,203143,4712.54,0.9768,0.0232,144137.19
12,Travel,158431,13414.79,0.9153,0.0847,111447.21
10,Shopping,81763,13412.02,0.836,0.164,56475.31
10,Bills,253225,20453.1,0.9192,0.0808,177877.22
8,Shopping,19407,2618.19,0.8651,0.1349,13862.64
12,Groceries,285258,27120.37,0.9049,0.0951,200967.05
9,Entertainment,46680,3270.63,0.9299,0.0701,31272.61
1,Bills,248574,22716.48,0.9086,0.0914,174260.7
6,Medical,110108,7695.84,0.9301,0.0699,75180.35
12,Investment,68747,5829.09,0.9152,0.0848,49891.68
6,Bills,18178,2075.75,0.8858,0.1142,11856.49
6,Shopping,37320,1974.37,0.9471,0.0529,26329.16
4,Entertainment,22549,873.82,0.9612,0.0388,14941.64
11,Rent,133966,34505.41,0.7424,0.2576,97400.25
3,Travel,160230,11641.74,0.9273,0.0727,109731.87
3,Travel,30797,4406.26,0.8569,0.1431,21911.93
6,Medical,42955,2011.33,0.9532,0.0468,28380.17
9,Bills,23528,2967.28,0.8739,0.1261,16184.25
8,Investment,439898,39446.97,0.9103,0.0897,287857.95
8,Food,464985,70982.17,0.8473,0.1527,319098.47
1,Rent,41555,7957.62,0.8085,0.1915,28711.2
7,Travel,33887,6335.53,0.813,0.187,22348.88
11,Entertainment,114902,1999.65,0.9826,0.0174,82159.7
7,Medical,493560,20042.57,0.9594,0.0406,348036.74
6,Travel,362051,14370.82,0.9603,0.0397,260371.37
4,Shopping,115515,6623.07,0.9427,0.0573,79138.14
6,Shopping,280230,15766.75,0.9437,0.0563,183548.48
4,Groceries,374332,34363.07,0.9082,0.0918,259775.45
1,Rent,177698,43840.37,0.7533,0.2467,117304.51
10,Groceries,248994,30733.08,0.8766,0.1234,182536.52
7,Bills,299127,19707.88,0.9341,0.0659,194840.65
9,Travel,161823,14668.49,0.9094,0.0906,114642.28
2,Food,92530,11545.74,0.8752,0.1248,60867.38
4,Shopping,136436,10618.41,0.9222,0.0778,89003.19
5,Medical,40919,3607.77,0.9118,0.0882,28907.04
9,Groceries,61509,5647.54,0.9082,0.0918,44029.48
8,Groceries,34803,3092.18,0.9112,0.0888,23538.12
3,Investment,34963,9396.94,0.7312,0.2688,24407.05
9,Rent,24878,10411.54,0.5815,0.4185,16376.19
11,Groceries,93685,15058.1,0.8393,0.1607,67864.22
6,Entertainment,362708,9566.76,0.9736,0.0264,258816.71
7,Rent,74246,30204.77,0.5932,0.4068,48707.33
12,Rent,94188,39596.65,0.5796,0.4204,70280.14
4,Rent,103651,32411.38,0.6873,0.3127,70407.14
7,Investment,19449,2854.6,0.8532,0.1468,12897.65
12,Investment,80897,30921.12,0.6178,0.3822,58121.81
11,Investment,23751,7438.46,0.6868,0.3132,16992.17
4,Shopping,152560,11463.85,0.9249,0.0751,100883.04
8,Entertainment,34633,942.6,0.9728,0.0272,23691.69
5,Investment,62704,15557.46,0.7519,0.2481,41130.31
11,Investment,102872,20669.46,0.7991,0.2009,75314.64
4,Travel,17763,4245.08,0.761,0.239,12320.89
9,Entertainment,316495,15489.97,0.9511,0.0489,219802.82
9,Groceries,131025,15157.8,0.8843,0.1157,93378.36
9,Food,17449,3054.51,0.8249,0.1751,11516.14
12,Shopping,485374,74718.05,0.8461,0.1539,349493.23
10,Travel,213838,32586.25,0.8476,0.1524,150186.87
6,Food,143444,10659.1,0.9257,0.0743,96883.55
5,Travel,142614,19601.37,0.8626,0.1374,96031.25
3,Medical,47827,3751.37,0.9216,0.0784,31732.56
2,Medical,160598,9035.05,0.9437,0.0563,104762.17
9,Entertainment,154157,3704.0,0.976,0.024,103755.0
3,Groceries,115822,11487.99,0.9008,0.0992,77364.72
4,Medical,124099,2758.26,0.9778,0.0222,81147.52
2,Bills,33534,3459.5,0.8968,0.1032,24097.92
12,Investment,17935,2430.81,0.8645,0.1355,12728.95
11,Food,152952,19591.92,0.8719,0.1281,114176.94
5,Groceries,88644,16703.15,0.8116,0.1884,60846.26
6,Entertainment,167299,7006.76,0.9581,0.0419,116929.33
10,Food,68467,10517.65,0.8464,0.1536,50001.99
12,Shopping,22027,2189.57,0.9006,0.0994,16671.22
1,Investment,52242,3786.51,0.9275,0.0725,37022.3
11,Food,393760,33412.0,0.9151,0.0849,290432.97
5,Entertainment,22052,923.38,0.9581,0.0419,14512.34
7,Medical,229654,8271.25,0.964,0.036,150011.68
12,Entertainment,426912,26992.86,0.9368,0.0632,315507.8
10,Food,108885,9155.65,0.9159,0.0841,80764.67
1,Travel,20916,1199.33,0.9427,0.0573,14090.94
10,Shopping,272334,37466.02,0.8624,0.1376,198112.97
4,Entertainment,120876,6124.76,0.9493,0.0507,84718.87
3,Groceries,69524,6580.23,0.9054,0.0946,45253.65
10,Rent,16937,5776.67,0.6589,0.3411,12635.51
5,Shopping,315154,24426.73,0.9225,0.0775,223579.54
9,Food,49950,5545.36,0.889,0.111,34865.58
11,Medical,187395,14999.5,0.92,0.08,142476.34
3,Rent,146736,33627.24,0.7708,0.2292,99921.15
12,Travel,56268,9192.39,0.8366,0.1634,42243.04
9,Food,22641,2453.37,0.8916,0.1084,16195.8
2,Rent,427962,110856.5,0.741,0.259,305655.16
7,Investment,24271,4748.78,0.8043,0.1957,16106.97
12,Food,183272,23734.69,0.8705,0.1295,132142.24
12,Shopping,82849,16866.26,0.7964,0.2036,62654.15
5,Groceries,16186,3244.35,0.7996,0.2004,11293.05
6,Rent,19838,7660.44,0.6139,0.3861,13365.4
12,Travel,73313,8554.6,0.8833,0.1167,54549.94
5,Food,27886,4735.14,0.8302,0.1698,19995.68
3,Shopping,44194,4717.14,0.8933,0.1067,29969.38
8,Shopping,27326,1754.19,0.9358,0.0642,19168.56
9,Shopping,112083,5965.06,0.9468,0.0532,73272.23
7,Shopping,126273,11815.79,0.9064,0.0936,90077.25
5,Medical,17625,1787.25,0.8986,0.1014,12338.08
11,Travel,464463,112722.86,0.7573,0.2427,336423.31
4,Bills,260419,15678.28,0.9398,0.0602,172057.89
11,Bills,19595,1797.45,0.9083,0.0917,14269.1
8,Medical,72254,2611.4,0.9639,0.0361,51497.83
10,Entertainment,113865,9864.69,0.9134,0.0866,84642.86
10,Rent,78593,40711.58,0.482,0.518,57285.13
4,Investment,386719,32759.99,0.9153,0.0847,265413.12
7,Groceries,22687,3569.31,0.8427,0.1573,14884.49
12,Entertainment,44709,2820.15,0.9369,0.0631,30420.21
8,Entertainment,39640,2624.98,0.9338,0.0662,27587.68
1,Bills,147721,10207.62,0.9309,0.0691,104304.11
6,Food,19454,3765.06,0.8065,0.1935,13818.56
4,Travel,67235,6946.24,0.8967,0.1033,44272.18
8,Travel,46693,4191.29,0.9102,0.0898,33003.7
11,Rent,87760,26809.24,0.6945,0.3055,60543.7
5,Entertainment,258278,9058.93,0.9649,0.0351,172546.82
10,Shopping,41944,6569.14,0.8434,0.1566,31780.14
6,Food,35474,3223.97,0.9091,0.0909,24675.97
11,Entertainment,18986,1878.34,0.9011,0.0989,13295.26
9,Entertainment,20226,980.29,0.9515,0.0485,13940.43
12,Bills,19466,1380.89,0.9291,0.0709,14335.26
6,Investment,45784,7438.78,0.8375,0.1625,30370.72
7,Travel,348637,24709.55,0.9291,0.0709,227855.29
9,Bills,450222,51535.24,0.8855,0.1145,307005.94
5,Investment,141254,25727.96,0.8179,0.1821,95938.31
11,Shopping,59734,9295.26,0.8444,0.1556,44434.52
9,Groceries,169143,27289.83,0.8387,0.1613,111824.19
5,Food,361507,41695.36,0.8847,0.1153,259508.39
9,Food,37409,8123.29,0.7829,0.2171,25894.8
9,Rent,21517,3848.17,0.8212,0.1788,14702.31
6,Investment,41545,10324.15,0.7515,0.2485,27093.17
12,Food,23666,4355.13,0.816,0.184,17129.86
1,Shopping,23617,1547.42,0.9345,0.0655,15703.57
10,Medical,486623,23683.14,0.9513,0.0487,349292.95
3,Entertainment,15461,1828.9,0.8817,0.1183,10307.37
7,Food,30440,2649.3,0.913,0.087,21724.95
10,Medical,31256,3697.97,0.8817,0.1183,23658.73
10,Medical,129622,5032.63,0.9612,0.0388,88215.1
9,Food,49405,5044.29,0.8979,0.1021,34780.39
3,Travel,21011,1826.33,0.9131,0.0869,14530.19
1,Travel,78063,13334.71,0.8292,0.1708,55811.64
1,Shopping,221148,19554.98,0.9116,0.0884,145088.75
7,Investment,159610,13195.79,0.9173,0.0827,111257.9
7,Rent,64313,12011.84,0.8132,0.1868,43037.48
2,Entertainment,25339,2598.89,0.8974,0.1026,18004.91
3,Investment,453208,67313.29,0.8515,0.1485,325365.01
8,Groceries,136443,18669.33,0.8632,0.1368,97495.25
10,Shopping,62198,13928.22,0.7761,0.2239,47005.13
5,Investment,179606,40363.86,0.7753,0.2247,128048.42
10,Bills,128329,15121.67,0.8822,0.1178,91443.08
6,Food,27498,5986.62,0.7823,0.2177,18513.21
12,Investment,304954,46021.1,0.8491,0.1509,226814.71
1,Investment,148320,17246.02,0.8837,0.1163,105968.53
12,Rent,428194,151919.33,0.6452,0.3548,318200.84
5,Investment,228886,38355.84,0.8324,0.1676,152589.47
4,Food,99460,15038.84,0.8488,0.1512,64893.1
7,Shopping,199086,11004.74,0.9447,0.0553,137211.39
1,Rent,15382,7563.59,0.5083,0.4917,10183.48
4,Investment,16774,4524.92,0.7302,0.2698,11637.83
3,Medical,19530,918.37,0.953,0.047,12803.73
6,Bills,65551,4779.75,0.9271,0.0729,45671.8
6,Shopping,458682,16214.87,0.9646,0.0354,329297.69
12,Food,327402,55200.96,0.8314,0.1686,224429.76
12,Food,55919,15701.97,0.7192,0.2808,42151.69
3,Medical,195720,10963.94,0.944,0.056,129342.32
2,Investment,17187,4495.46,0.7384,0.2616,12185.53
3,Food,130288,11873.06,0.9089,0.0911,88539.07
12,Groceries,29820,6523.43,0.7812,0.2188,21173.28
6,Groceries,15686,2647.55,0.8312,0.1688,10502.94
3,Food,185903,18883.8,0.8984,0.1016,133010.42
11,Bills,148619,12100.01,0.9186,0.0814,106565.97
8,Investment,32133,2634.69,0.918,0.082,21046.31
12,Groceries,331378,52915.69,0.8403,0.1597,237660.42
4,Shopping,390125,14735.21,0.9622,0.0378,261355.19
3,Investment,98396,5910.15,0.9399,0.0601,64968.72
7,Medical,31950,1801.47,0.9436,0.0564,22987.84
2,Food,27577,3590.78,0.8698,0.1302,18585.02
2,Medical,118519,10466.56,0.9117,0.0883,77963.02
10,Medical,195693,13015.1,0.9335,0.0665,141717.19
7,Shopping,18124,2358.61,0.8699,0.1301,12514.99
11,Travel,34356,1906.1,0.9445,0.0555,24543.0
3,Investment,340773,64449.38,0.8109,0.1891,231640.4
6,Rent,408461,85572.31,0.7905,0.2095,288777.41
1,Food,168685,18368.41,0.8911,0.1089,114293.97
3,Travel,177012,7659.07,0.9567,0.0433,124455.09
5,Travel,38001,1809.2,0.9524,0.0476,25532.2
1,Travel,32683,999.23,0.9694,0.0306,22199.63
2,Groceries,372885,42637.32,0.8857,0.1143,266689.04
5,Travel,43137,3650.61,0.9154,0.0846,28440.02
11,Medical,91076,3118.74,0.9658,0.0342,61747.74
7,Food,68065,12688.66,0.8136,0.1864,48448.94
7,Food,150252,10450.5,0.9304,0.0696,107848.68
7,Food,240758,36376.11,0.8489,0.1511,159351.91
1,Medical,17585,886.61,0.9496,0.0504,11512.01
12,Rent,40588,20934.76,0.4842,0.5158,30359.82
1,Medical,91639,5686.34,0.9379,0.0621,65447.74
4,Bills,186814,10230.46,0.9452,0.0548,130714.52
4,Shopping,35647,4415.6,0.8761,0.1239,24611.76
2,Bills,89309,9868.4,0.8895,0.1105,62344.32
12,Entertainment,25198,3160.28,0.8746,0.1254,18074.85
7,Entertainment,24739,1117.89,0.9548,0.0452,16801.95
12,Food,34601,6121.38,0.8231,0.1769,25110.88
5,Entertainment,229994,6309.98,0.9726,0.0274,154376.2
9,Food,196866,11716.56,0.9405,0.0595,130921.08
3,Entertainment,492274,45170.54,0.9082,0.0918,346169.82
7,Medical,310534,16484.88,0.9469,0.0531,214556.59
2,Rent,45405,12290.34,0.7293,0.2707,31131.3
9,Groceries,91929,8498.77,0.9076,0.0924,65942.86
11,Groceries,73979,10769.64,0.8544,0.1456,54776.93
9,Bills,281139,25883.32,0.9079,0.0921,186534.21
11,Travel,17378,1169.32,0.9327,0.0673,13176.78
11,Rent,113910,32971.03,0.7106,0.2894,83732.43
5,Bills,28137,3519.97,0.8749,0.1251,19664.12
4,Travel,16311,1941.88,0.8809,0.1191,11449.2
3,Bills,135888,8788.82,0.9353,0.0647,93306.26
7,Shopping,19704,1766.16,0.9104,0.0896,12833.77
1,Entertainment,18574,1218.6,0.9344,0.0656,12709.4
9,Medical,31320,1707.78,0.9455,0.0545,22546.09
9,Food,66387,4790.69,0.9278,0.0722,45849.61
2,Bills,24809,2183.76,0.912,0.088,17226.58
11,Entertainment,403326,44152.29,0.8905,0.1095,281367.55
3,Medical,386745,16824.8,0.9565,0.0435,256131.91
10,Medical,185305,5561.02,0.97,0.03,128241.43
5,Shopping,45217,5692.22,0.8741,0.1259,32242.17
2,Shopping,288736,12137.02,0.958,0.042,200511.67
12,Medical,29467,828.76,0.9719,0.0281,20391.11
7,Entertainment,110614,3033.38,0.9726,0.0274,78493.87
9,Food,44861,7345.32,0.8363,0.1637,31586.87
12,Food,150428,17875.47,0.8812,0.1188,102010.0
7,Travel,16585,1927.82,0.8838,0.1162,11054.88
3,Medical,65977,6643.79,0.8993,0.1007,44273.82
1,Groceries,442848,53013.22,0.8803,0.1197,303223.16
9,Investment,213802,12391.26,0.942,0.058,151303.63
12,Entertainment,46625,2708.66,0.9419,0.0581,34652.12
10,Rent,45447,10237.14,0.7747,0.2253,31075.98
7,Bills,15235,1029.25,0.9324,0.0676,10543.32
5,Shopping,56158,3215.06,0.9427,0.0573,39317.33
4,Travel,16434,1103.03,0.9329,0.0671,10927.22
4,Travel,57781,9728.54,0.8316,0.1684,39404.09
2,Medical,17225,1071.24,0.9378,0.0622,11337.91
6,Investment,19752,6406.14,0.6757,0.3243,13076.09
8,Groceries,71716,10085.76,0.8594,0.1406,46651.27
10,Groceries,21097,2988.46,0.8583,0.1417,14208.57
1,Food,202656,20516.24,0.8988,0.1012,132053.79
4,Medical,458975,35172.6,0.9234,0.0766,303232.82
12,Medical,21847,1573.34,0.928,0.072,16170.3
11,Rent,307251,66700.82,0.7829,0.2171,211980.19
1,Rent,31589,6038.2,0.8089,0.1911,22171.47
1,Shopping,56304,4668.12,0.9171,0.0829,40282.35
9,Bills,312491,15463.21,0.9505,0.0495,216435.3
11,Entertainment,19935,1258.3,0.9369,0.0631,13562.55
3,Rent,22368,5436.52,0.757,0.243,15888.99
6,Investment,65580,6266.41,0.9044,0.0956,43199.75
10,Groceries,401122,39822.04,0.9007,0.0993,299612.75
8,Bills,18002,1633.15,0.9093,0.0907,11938.01
8,Bills,287233,12086.03,0.9579,0.0421,187533.79
11,Shopping,22266,2496.39,0.8879,0.1121,14967.52
7,Medical,158509,7583.97,0.9522,0.0478,113457.17
11,Bills,53175,4832.48,0.9091,0.0909,40795.27
2,Groceries,18842,1683.56,0.9106,0.0894,12981.86
7,Groceries,17381,1633.7,0.906,0.094,12195.67
4,Travel,66068,8384.9,0.8731,0.1269,45465.07
1,Bills,23989,2465.77,0.8972,0.1028,15945.54
2,Medical,160189,3785.92,0.9764,0.0236,110248.32
10,Medical,104189,3812.22,0.9634,0.0366,76845.3
4,Entertainment,195602,13104.72,0.933,0.067,127179.42
1,Entertainment,135288,2682.34,0.9802,0.0198,92041.76
10,Entertainment,469543,12658.32,0.973,0.027,336136.38
7,Rent,145950,41157.39,0.718,0.282,104253.59
2,Bills,431760,23571.82,0.9454,0.0546,289495.49
3,Shopping,186719,22034.53,0.882,0.118,131191.02
12,Shopping,470298,39355.78,0.9163,0.0837,357401.51
9,Travel,44724,2204.51,0.9507,0.0493,30382.65
12,Shopping,36018,2889.49,0.9198,0.0802,25149.75
10,Travel,34315,5397.92,0.8427,0.1573,23866.45
3,Bills,24554,3053.35,0.8756,0.1244,17644.28
2,Shopping,86949,9884.72,0.8863,0.1137,56607.51
7,Entertainment,23772,1803.79,0.9241,0.0759,16678.11
2,Bills,45113,5551.76,0.8769,0.1231,31462.03
6,Bills,31504,1842.57,0.9415,0.0585,21731.17
10,Food,188772,35468.11,0.8121,0.1879,128924.11
8,Shopping,100616,5424.77,0.9461,0.0539,66387.76
10,Bills,462125,29437.1,0.9363,0.0637,334631.67
3,Food,169482,14604.44,0.9138,0.0862,118741.47
12,Medical,437174,9953.68,0.9772,0.0228,325277.76
3,Food,86699,6631.85,0.9235,0.0765,57592.06
10,Shopping,32227,3038.73,0.9057,0.0943,23211.22
7,Groceries,22475,2056.75,0.9085,0.0915,14748.54
3,Groceries,74890,10283.16,0.8627,0.1373,50997.81
5,Bills,15299,1493.81,0.9024,0.0976,10921.82
6,Food,20539,3913.68,0.8095,0.1905,13848.19
7,Shopping,35447,2103.82,0.9406,0.0594,23432.64
1,Shopping,18286,1173.48,0.9358,0.0642,12325.21
9,Investment,330357,40875.27,0.8763,0.1237,218525.82
4,Travel,159064,22065.65,0.8613,0.1387,111248.43
2,Rent,19862,8383.01,0.5779,0.4221,13010.92
6,Shopping,53777,3800.28,0.9293,0.0707,36316.44
3,Groceries,121678,15721.6,0.8708,0.1292,86868.66
6,Investment,45915,8305.03,0.8191,0.1809,31989.82
6,Medical,22558,1499.61,0.9335,0.0665,14663.84
12,Groceries,17945,4727.81,0.7365,0.2635,12653.52
1,Rent,32306,8238.16,0.745,0.255,23058.98
12,Food,156613,22651.52,0.8554,0.1446,111452.81
3,Travel,100185,10956.06,0.8906,0.1094,71569.12
12,Entertainment,195960,12320.91,0.9371,0.0629,140382.92
10,Travel,99022,28745.86,0.7097,0.2903,75566.48
6,Medical,21149,1244.64,0.9411,0.0589,14984.65
2,Food,28782,6074.94,0.7889,0.2111,20486.21
8,Groceries,352974,38372.76,0.8913,0.1087,232950.3
12,Entertainment,205862,9596.27,0.9534,0.0466,152198.61
2,Rent,185094,30444.27,0.8355,0.1645,122648.99
1,Entertainment,109810,8197.26,0.9254,0.0746,74637.98
8,Food,128505,9341.45,0.9273,0.0727,88258.96
1,Rent,24042,6313.89,0.7374,0.2626,16731.24
12,Travel,362059,24785.87,0.9315,0.0685,264325.28
3,Entertainment,147006,4024.62,0.9726,0.0274,95766.54
11,Medical,16842,1881.68,0.8883,0.1117,12426.98
6,Investment,23376,6680.23,0.7142,0.2858,15487.07
3,Groceries,35544,5065.55,0.8575,0.1425,25407.09
7,Investment,18364,2463.7,0.8658,0.1342,12712.21
12,Shopping,21437,4713.24,0.7801,0.2199,15976.23
10,Travel,298065,9950.08,0.9666,0.0334,216575.89
5,Medical,107719,5450.19,0.9494,0.0506,74600.09
8,Food,25858,1676.39,0.9352,0.0648,17187.14
2,Bills,15648,2012.39,0.8714,0.1286,10431.22
1,Bills,58772,5041.05,0.9142,0.0858,41084.32
6,Groceries,77238,12650.12,0.8362,0.1638,53971.06
5,Entertainment,74645,4197.92,0.9438,0.0562,50278.02
2,Medical,16356,1163.29,0.9289,0.0711,11234.71
3,Shopping,46028,2795.25,0.9393,0.0607,30462.33
6,Groceries,34098,5668.91,0.8337,0.1663,23223.89
8,Shopping,80605,8540.05,0.8941,0.1059,56012.84
8,Travel,88714,3427.25,0.9614,0.0386,60510.06
11,Groceries,17993,2960.99,0.8354,0.1646,13032.2
10,Groceries,307455,26652.67,0.9133,0.0867,209759.59
2,Rent,136052,17738.56,0.8696,0.1304,90500.24
11,Food,380015,25537.72,0.9328,0.0672,267756.1
5,Medical,348367,17759.08,0.949,0.051,243622.81
4,Travel,167367,7673.21,0.9542,0.0458,111333.3
8,Rent,115009,25100.05,0.7818,0.2182,77164.36
2,Shopping,97473,6112.46,0.9373,0.0627,70037.19
1,Medical,17961,1147.29,0.9361,0.0639,11864.77
2,Investment,95245,20406.13,0.7858,0.2142,64165.84
3,Groceries,22100,3834.38,0.8265,0.1735,14598.18
4,Travel,485660,47037.45,0.9031,0.0969,331707.26
9,Travel,89555,16845.02,0.8119,0.1881,61922.16
12,Entertainment,200689,16643.43,0.9171,0.0829,146230.18
6,Entertainment,60480,1278.7,0.9789,0.0211,39962.45
8,Entertainment,51026,1619.38,0.9683,0.0317,33226.12
8,Rent,334224,104662.78,0.6868,0.3132,219705.8
8,Bills,370690,29886.09,0.9194,0.0806,245595.79
12,Food,193905,24718.72,0.8725,0.1275,134458.02
6,Entertainment,22476,573.41,0.9745,0.0255,15964.1
4,Entertainment,277225,6831.85,0.9754,0.0246,183128.9
7,Food,18141,3485.11,0.8079,0.1921,12145.29
2,Bills,209234,8924.84,0.9573,0.0427,149185.5
10,Investment,17423,4329.65,0.7515,0.2485,12055.99
12,Medical,31501,2304.53,0.9268,0.0732,22157.81
10,Travel,157482,18723.53,0.8811,0.1189,108068.75
7,Entertainment,116149,5633.95,0.9515,0.0485,76838.39
8,Groceries,15417,2827.68,0.8166,0.1834,10189.87
12,Rent,17144,5051.88,0.7053,0.2947,12516.98
7,Entertainment,42214,3024.37,0.9284,0.0716,30161.36
10,Groceries,41405,4720.87,0.886,0.114,30540.31
2,Groceries,24774,3550.92,0.8567,0.1433,16531.87
11,Rent,19676,10395.59,0.4717,0.5283,14609.87
8,Food,218414,21809.7,0.9001,0.0999,147897.18
12,Medical,16839,785.33,0.9534,0.0466,12474.97
3,Groceries,360695,37734.83,0.8954,0.1046,255593.58
8,Investment,146852,18378.16,0.8749,0.1251,102987.55
5,Travel,93689,8276.6,0.9117,0.0883,63236.0
2,Food,21228,3279.8,0.8455,0.1545,14474.67
7,Investment,187400,38487.55,0.7946,0.2054,125588.16
11,Groceries,16924,3243.01,0.8084,0.1916,12192.95
6,Bills,108314,9653.84,0.9109,0.0891,77310.63
8,Travel,15697,2725.49,0.8264,0.1736,11191.94
7,Shopping,15564,1984.54,0.8725,0.1275,10639.68
4,Investment,129739,38242.47,0.7052,0.2948,88364.35
6,Bills,100332,4490.39,0.9552,0.0448,68503.34
4,Groceries,73000,7617.63,0.8956,0.1044,50357.58
2,Medical,72200,6585.76,0.9088,0.0912,51299.13
